state,year,totals,pct
AL,2000,221911,3.72942305699131
AL,2001,230187,-3.98762745072484
AL,2002,221008,2.02300369217403
AL,2003,225479,2.0037342723712603
AL,2004,229997,2.5548159323817377
AL,2005,235873,3.0961576780725197
AL,2006,243176,0.8960588215942256
AL,2007,245355,22.040308940107202
AL,2008,299432,6.156990568810272
AL,2009,317868,-2.913473517309073
AL,2010,308607,8.909389612030827
AL,2011,336102,28.340801304365936
AL,2012,431356,30.722651359897625
AL,2013,563880,10.183904376817754
AL,2014,621305,18.703213397606653
AL,2015,737509,-16.34719033937213
AL,2016,616947,-22.62787565220351
AL,2017,477345,-0.6391603557175607
AL,2018,474294,45.49709673746663
AL,2019,690084,-21.9718179236151
AK,2000,39959,0.0
AK,2001,39959,-7.923121199229211
AK,2002,36793,0.7229636072078938
AK,2003,37059,9.295987479424706
AK,2004,40504,9.90025676476398
AK,2005,44514,5.667879768162831
AK,2006,47037,5.45740587197312
AK,2007,49604,24.44359325860819
AK,2008,61729,-1.5373649338236484
AK,2009,60780,8.438631128660745
AK,2010,65909,6.507457251665172
AK,2011,70198,21.573264195561137
AK,2012,85342,9.447868575847762
AK,2013,93405,-6.1902467747979255
AK,2014,87623,-2.2847882405304554
AK,2015,85621,2.3662419266301526
AK,2016,87647,-7.767521991625492
AK,2017,80839,-2.570541446579
AK,2018,78761,-2.333642284887194
AK,2019,76923,-39.4017394017394
AZ,2000,148263,-0.4593189130126851
AZ,2001,147582,-3.6061308289628835
AZ,2002,142260,2.431463517503163
AZ,2003,145719,6.862523075233851
AZ,2004,155719,13.440877478021317
AZ,2005,176649,15.584011231311813
AZ,2006,204178,-5.9296300287004495
AZ,2007,192071,8.668669398295425
AZ,2008,208721,3.189904226215856
AZ,2009,215379,-4.331434355252828
AZ,2010,206050,22.046590633341424
AZ,2011,251477,35.067222847417455
AZ,2012,339663,6.881232280230698
AZ,2013,363036,-14.423913881818883
AZ,2014,310672,6.685507544934843
AZ,2015,331442,25.5963335968284
AZ,2016,416279,-7.530766625268148
AZ,2017,384930,-1.8424129062426964
AZ,2018,377838,-1.3037333460371947
AZ,2019,372912,-9.29924486205861
AR,2000,169628,-2.1022472704977924
AR,2001,166062,-7.6104105695463105
AR,2002,153424,-2.0694285118364797
AR,2003,150249,5.402365406758114
AR,2004,158366,3.5582132528446664
AR,2005,164001,3.7365625819354653
AR,2006,170129,-0.17927572606668551
AR,2007,169824,12.939867156585638
AR,2008,191799,9.407244041939734
AR,2009,209842,-8.765642721666778
AR,2010,191448,7.720111988633982
AR,2011,206228,19.379036794227744
AR,2012,246193,13.624676574882312
AR,2013,279736,-16.248891812280153
AR,2014,234282,9.844546315978175
AR,2015,257346,3.368227988777761
AR,2016,266014,-10.670491026788065
AR,2017,237629,4.549108063409779
AR,2018,248439,-10.906097673875681
AR,2019,221344,-27.93750903570912
CA,2000,794506,7.559791870671839
CA,2001,854569,-19.914015135114894
CA,2002,684390,-23.372492292406378
CA,2003,524431,4.6549498408751555
CA,2004,548843,11.329105044612021
CA,2005,611022,1.1125622318018058
CA,2006,617820,38.542455731442814
CA,2007,855943,-8.825938175789737
CA,2008,780398,0.9951332525198753
CA,2009,788164,3.582376256718134
CA,2010,816399,10.93852393253789
CA,2011,905701,25.052638784764515
CA,2012,1132603,20.809762997272664
CA,2013,1368295,7.770327305149838
CA,2014,1474616,19.426277756378617
CA,2015,1761079,34.98355269695455
CA,2016,2377167,-33.95037033578204
CA,2017,1570110,-17.38591563648407
CA,2018,1297132,-4.355763330177654
CA,2019,1240632,-39.65454703731647
CO,2000,307512,13.392648091781778
CO,2001,348696,-47.30252139399362
CO,2002,183754,-1.3588819835214427
CO,2003,181257,7.135724413401956
CO,2004,194191,6.228918950929763
CO,2005,206287,4.102051995520806
CO,2006,214749,3.254031450670314
CO,2007,221737,28.765609708799154
CO,2008,285521,9.848662620262605
CO,2009,313641,-4.087794644195119
CO,2010,300820,11.79309886310751
CO,2011,336296,23.35502057711063
CO,2012,414838,24.06240508343016
CO,2013,514658,-19.697352416556235
CO,2014,413284,9.866822814335908
CO,2015,454062,19.039690614938042
CO,2016,540514,-8.051410324246921
CO,2017,496995,5.588587410336121
CO,2018,524770,-10.525563580235154
CO,2019,469535,-30.092325385753995
CT,2000,87586,2.401068663941719
CT,2001,89689,4.358394005953903
CT,2002,93598,7.445671916066576
CT,2003,100567,0.3470323267075637
CT,2004,100916,-3.2868920686511593
CT,2005,97599,0.017418211252162585
CT,2006,97616,18.947713489591877
CT,2007,116112,34.25399614165634
CT,2008,155885,29.873945536773896
CT,2009,202454,-11.290959921760003
CT,2010,179595,3.604220607477937
CT,2011,186068,27.639357654190945
CT,2012,237496,23.93387678108263
CT,2013,294338,-8.167820668754967
CT,2014,270297,13.856239617901789
CT,2015,307750,3.230544272948821
CT,2016,317692,-42.7813731538723
CT,2017,181779,-2.2494347531893166
CT,2018,177690,-2.676008779334793
CT,2019,172935,-43.45563361956805
DE,2000,15347,8.288264807454215
DE,2001,16619,-1.3899753294422057
DE,2002,16388,-0.1647546985599213
DE,2003,16361,0.3850620377727543
DE,2004,16424,4.243789576229906
DE,2005,17121,-2.4706500788505337
DE,2006,16698,-4.707150556952932
DE,2007,15912,13.763197586726994
DE,2008,18102,13.412882554413885
DE,2009,20530,-6.2834875791524585
DE,2010,19240,16.891891891891888
DE,2011,22490,36.6118274788795
DE,2012,30724,30.393177971618268
DE,2013,40062,7.20882631920523
DE,2014,42950,17.38300349243307
DE,2015,50416,17.879244684227235
DE,2016,59430,-14.792192495372703
DE,2017,50639,-5.758407551491929
DE,2018,47723,-2.715671688703558
DE,2019,46427,-23.083550520171446
DC,2000,17,0.0
DC,2001,17,-58.82352941176471
DC,2002,7,57.14285714285714
DC,2003,11,27.27272727272727
DC,2004,14,42.85714285714286
DC,2005,20,1160.0
DC,2006,252,-46.03174603174603
DC,2007,136,90.44117647058823
DC,2008,259,42.47104247104247
DC,2009,369,-5.420054200542001
DC,2010,349,-14.04011461318052
DC,2011,300,49.66666666666666
DC,2012,449,10.690423162583528
DC,2013,497,3.0181086519114775
DC,2014,512,44.921875
DC,2015,742,17.9245283018868
DC,2016,875,76.0
DC,2017,1540,110.64935064935067
DC,2018,3244,82.67570900123305
DC,2019,5926,-34.25582180222747
FL,2000,266035,14.043640874321039
FL,2001,303396,-4.795053329641785
FL,2002,288848,3.2311111726582853
FL,2003,298181,6.654682893946973
FL,2004,318024,16.54623550423868
FL,2005,370645,11.084191072319882
FL,2006,411728,3.5100843275172044
FL,2007,426180,18.18292740156742
FL,2008,503672,10.496513604091561
FL,2009,556540,0.5043662629820034
FL,2010,559347,14.996415463030988
FL,2011,643229,29.70792672594054
FL,2012,834319,28.710840817481078
FL,2013,1073859,-3.660908927522144
FL,2014,1034546,10.877815002909497
FL,2015,1147082,25.129676867041773
FL,2016,1435340,-11.06295372524977
FL,2017,1276549,-5.750190552810741
FL,2018,1203145,-0.6321765040788963
FL,2019,1195539,-26.9458378187579
GA,2000,352357,-7.616139313253322
GA,2001,325521,-12.386297658215595
GA,2002,285201,-1.0459290114691044
GA,2003,282218,-17.722115527712624
GA,2004,232203,11.030003918984676
GA,2005,257815,20.978608692279344
GA,2006,311901,-13.284022814931662
GA,2007,270468,35.82900749811437
GA,2008,367374,1.595921322684779
GA,2009,373237,-10.714371833446313
GA,2010,333247,10.396792769327256
GA,2011,367894,26.547320695635147
GA,2012,465560,13.387103703067282
GA,2013,527885,-8.203491290716725
GA,2014,484580,16.997399810144877
GA,2015,566946,8.120526469893075
GA,2016,612985,-11.636500077489664
GA,2017,541655,1.454246706852147
GA,2018,549532,-1.8959769403783633
GA,2019,539113,-23.224630086827812
HI,2000,6609,12.936904221516121
HI,2001,7464,4.595391211146849
HI,2002,7807,-4.713718457794291
HI,2003,7439,-1.8954160505444295
HI,2004,7298,3.7955604275143884
HI,2005,7575,0.17161716171616437
HI,2006,7588,-14.061676331049021
HI,2007,6521,31.40622603895109
HI,2008,8569,22.66308787489788
HI,2009,10511,0.20930453810295013
HI,2010,10533,19.956327731890244
HI,2011,12635,37.934309457855164
HI,2012,17428,-0.0688547165480835
HI,2013,17416,-12.580385852090037
HI,2014,15225,0.42692939244663997
HI,2015,15290,9.097449313276652
HI,2016,16681,-23.613692224686766
HI,2017,12742,10.563490817768017
HI,2018,14088,-10.09369676320273
HI,2019,12666,-26.882993841781143
ID,2000,77138,-2.2531048251186236
ID,2001,75400,-1.7745358090185626
ID,2002,74062,0.8195835921255057
ID,2003,74669,1.1838915748168644
ID,2004,75553,6.339920320834391
ID,2005,80343,13.28678291823806
ID,2006,91018,3.1631105935089776
ID,2007,93897,6.986378691544992
ID,2008,100457,-1.20847725892671
ID,2009,99243,-7.267011275354429
ID,2010,92031,15.847920809292514
ID,2011,106616,28.012681023486152
ID,2012,136482,8.068463240573841
ID,2013,147494,-10.679756464669754
ID,2014,131742,3.9501449803403643
ID,2015,136946,14.163977042045772
ID,2016,156343,16.4740346545736
ID,2017,182099,13.850158430304393
ID,2018,207320,0.9429866872467718
ID,2019,209275,-33.88603512125194
IL,2000,449771,2.875018620586922
IL,2001,462702,-3.5798418852738934
IL,2002,446138,15.640676203327232
IL,2003,515917,14.440307258725715
IL,2004,590417,-10.718356686884011
IL,2005,527134,0.10699366764428397
IL,2006,527698,1.758013105981071
IL,2007,536975,14.705712556450479
IL,2008,615941,22.101142804262096
IL,2009,752071,-7.5486224040017476
IL,2010,695300,19.223644470012946
IL,2011,828962,24.98293046002109
IL,2012,1036061,23.604015593676444
IL,2013,1280613,4.957235324020615
IL,2014,1344096,-7.194277789681691
IL,2015,1247398,54.246679888856654
IL,2016,1924070,-16.786447478522092
IL,2017,1601087,76.84529322891261
IL,2018,2831447,74.80708627073011
IL,2019,4949570,-21.649254379673387
IN,2000,182319,7.383212939956896
IN,2001,195780,-3.853815507201963
IN,2002,188235,-2.3279411374080294
IN,2003,183853,-3.9885125616661132
IN,2004,176520,-2.4195558576931786
IN,2005,172249,7.782918913897907
IN,2006,185655,0.6512078855942516
IN,2007,186864,17.679167736963784
IN,2008,219900,24.512505684401997
IN,2009,273803,26.240399119074652
IN,2010,345650,4.105308838420374
IN,2011,359840,32.1717985771454
IN,2012,475607,25.549876263385517
IN,2013,597124,8.444812132823332
IN,2014,647550,66.306385607289
IN,2015,1076917,33.410931390255705
IN,2016,1436725,-42.20487567210148
IN,2017,830357,7.923218567435453
IN,2018,896148,61.86667827189258
IN,2019,1450565,-57.47967171412518
IA,2000,87796,2.1208255501389495
IA,2001,89658,0.7807446072854551
IA,2002,90358,5.277894597047306
IA,2003,95127,3.5636570058973804
IA,2004,98517,1.8545022686439872
IA,2005,100344,1.0822769672327093
IA,2006,101430,-2.506161885043867
IA,2007,98888,9.548175713938999
IA,2008,108330,10.987722699159974
IA,2009,120233,3.746891452429857
IA,2010,124738,44.25756385383763
IA,2011,179944,-17.918908104743704
IA,2012,147700,8.369668246445494
IA,2013,160062,-20.642001224525497
IA,2014,127022,15.971249074963389
IA,2015,147309,37.31476013006674
IA,2016,202277,-20.41556874978371
IA,2017,160981,17.503929035103518
IA,2018,189159,-3.360664837517646
IA,2019,182802,-25.57083620529316
KS,2000,96716,-1.3524132511683717
KS,2001,95408,-1.3604729163172902
KS,2002,94110,3.458718520879822
KS,2003,97365,1.6864376315924634
KS,2004,99007,-0.702980597331504
KS,2005,98311,11.018095635279867
KS,2006,109143,2.1613846055175356
KS,2007,111502,13.077792326595027
KS,2008,126084,13.403762570984412
KS,2009,142984,0.8196721311475308
KS,2010,144156,14.388579039374005
KS,2011,164898,27.940908925517594
KS,2012,210972,8.120982879244632
KS,2013,228105,-24.5229170776616
KS,2014,172167,7.952743557127673
KS,2015,185859,5.751133924103757
KS,2016,196548,-2.593259661762015
KS,2017,191451,-10.135230424495045
KS,2018,172047,-2.9276883642260554
KS,2019,167010,-25.283515957128312
KY,2000,229896,3.95831158436859
KY,2001,238996,-4.005506368307421
KY,2002,229423,-1.1132275316772966
KY,2003,226869,3.572546271196142
KY,2004,234974,-1.0150059155481062
KY,2005,232589,240.34240656264916
KY,2006,791599,100.58767128306125
KY,2007,1587850,18.46843215668987
KY,2008,1881101,16.398747329356578
KY,2009,2189578,8.951542260654799
KY,2010,2385579,-4.39084180402326
KY,2011,2280832,13.52690597115438
KY,2012,2589358,-39.0454699581904
KY,2013,1578331,57.89995888061503
KY,2014,2492184,29.13857885292579
KY,2015,3218371,14.245591946981872
KY,2016,3676847,26.23533152181747
KY,2017,4641480,5.837814662564522
KY,2018,4912441,-16.113150264807253
KY,2019,4120892,-51.55063515374827
LA,2000,174706,1.756665483726949
LA,2001,177775,-4.609759527492619
LA,2002,169580,3.6047883005071446
LA,2003,175693,-1.8623394216047306
LA,2004,172421,20.60827857395562
LA,2005,207954,2.0302566913836806
LA,2006,212176,-1.8734446874293043
LA,2007,208201,19.286170575549598
LA,2008,248355,-0.5117674296873376
LA,2009,247084,-3.1891988149779005
LA,2010,239204,10.596812762328378
LA,2011,264552,23.336810910520423
LA,2012,326290,8.193631432161563
LA,2013,353025,-10.670065859358402
LA,2014,315357,18.155931214464882
LA,2015,372613,5.167828282963827
LA,2016,391869,-15.992078985579361
LA,2017,329201,-6.685581149510478
LA,2018,307192,-8.114794656110835
LA,2019,282264,-29.34841141626279
ME,2000,45028,11.084214266678515
ME,2001,50019,-0.1939263080029563
ME,2002,49922,1.953046752934573
ME,2003,50897,3.4736821423659636
ME,2004,52665,-4.454571347194536
ME,2005,50319,5.5386633279675745
ME,2006,53106,-3.4402892328550427
ME,2007,51279,10.300512880516388
ME,2008,56561,7.768603808277796
ME,2009,60955,8.25691083586253
ME,2010,65988,10.81863369097411
ME,2011,73127,25.58152255664803
ME,2012,91834,5.364026395452659
ME,2013,96760,-14.13290615957007
ME,2014,83085,14.032617199253771
ME,2015,94744,17.772101663429886
ME,2016,111582,-13.435858830277281
ME,2017,96590,-3.3440314732373966
ME,2018,93360,-2.9284490145672692
ME,2019,90626,-28.998300708405978
MD,2000,84309,-1.1410406955366548
MD,2001,83347,-5.498698213492991
MD,2002,78764,-0.6271900868417002
MD,2003,78270,-1.008049060942895
MD,2004,77481,4.473354757940662
MD,2005,80947,1.5565740546283457
MD,2006,82207,-2.3817923047915635
MD,2007,80249,11.631297586262757
MD,2008,89583,6.260116316711883
MD,2009,95191,-7.3841014381611725
MD,2010,88162,16.8530659467798
MD,2011,103020,32.59949524364201
MD,2012,136604,69.2351614886826
MD,2013,231182,-38.48699293197567
MD,2014,142207,-11.611945966091685
MD,2015,125694,31.563161328305256
MD,2016,165367,-4.056432057181903
MD,2017,158659,-4.531101292709517
MD,2018,151470,-1.7541427345348914
MD,2019,148813,-16.97163554259372
MA,2000,54843,21.501376657002712
MA,2001,66635,42.30359420724845
MA,2002,94824,38.56724036109003
MA,2003,131395,-14.00281593667948
MA,2004,112996,-6.769266168713939
MA,2005,105347,30.186906129268042
MA,2006,137148,20.633184588911256
MA,2007,165446,-27.554005536549685
MA,2008,119859,-17.516415121100625
MA,2009,98864,17.235798672924417
MA,2010,115904,32.4259732192159
MA,2011,153487,37.11454390274096
MA,2012,210453,19.438069307636386
MA,2013,251361,-28.65082490919435
MA,2014,179344,-6.7239495048621585
MA,2015,167285,35.225513345488245
MA,2016,226212,-8.717486251834561
MA,2017,206492,2.3259981016213738
MA,2018,211295,0.4832106770155553
MA,2019,212316,-48.751389438384294
MI,2000,300661,20.875005404758173
MI,2001,363424,-2.7196882979660164
MI,2002,353540,-3.218589127114324
MI,2003,342161,0.07511083963396281
MI,2004,342418,-1.5720552073781202
MI,2005,337035,-1.3669203495185966
MI,2006,332428,-6.189911800450021
MI,2007,311851,14.58517048205714
MI,2008,357335,1.3536317461205982
MI,2009,362172,-3.857835503572893
MI,2010,348200,2.422458357265933
MI,2011,356635,20.685014090036024
MI,2012,430405,17.094132270768235
MI,2013,503979,-15.851454128048982
MI,2014,424091,18.11639483035481
MI,2015,500921,15.707866110624224
MI,2016,579605,-11.449521656990536
MI,2017,513243,-4.537032166050004
MI,2018,489957,0.4518763891525168
MI,2019,492171,-9.484711614459208
MN,2000,185100,3.6925985953538687
MN,2001,191935,0.23810144059186467
MN,2002,192392,19.406212316520445
MN,2003,229728,-0.8192296977294844
MN,2004,227846,-1.6155648990985094
MN,2005,224165,9.166016104208952
MN,2006,244712,1.378763607832889
MN,2007,248086,11.725369428343392
MN,2008,277175,2.8700279606746593
MN,2009,285130,4.29979307684214
MN,2010,297390,13.49877265543562
MN,2011,337534,30.65113440423779
MN,2012,440992,19.225292068790356
MN,2013,525774,-8.492622305401177
MN,2014,481122,7.923562007141638
MN,2015,519244,25.489943071080255
MN,2016,651599,4.90255509907167
MN,2017,683544,-11.62558664840888
MN,2018,604078,12.95826035710621
MN,2019,682356,-34.55468992725205
MS,2000,163980,-2.7802170996462983
MS,2001,159421,-5.9421280759749395
MS,2002,149948,0.6195481100114808
MS,2003,150877,0.9391756198757983
MS,2004,152294,10.124496040553144
MS,2005,167713,6.781823710743939
MS,2006,179087,-2.115731460128323
MS,2007,175298,3.291537838423708
MS,2008,181068,-7.737976892659115
MS,2009,167057,1.6856522025416432
MS,2010,169873,8.9396195981704
MS,2011,185059,20.122231288399917
MS,2012,222297,4.23487496457442
MS,2013,231711,-7.285799983600261
MS,2014,214829,17.47575979034488
MS,2015,252372,9.426164550742545
MS,2016,276161,-8.802473919199304
MS,2017,251852,-1.8161459905023603
MS,2018,247278,-3.595143927078026
MS,2019,238388,-26.870060573518806
MO,2000,191578,4.119470920460588
MO,2001,199470,-0.7419662104577118
MO,2002,197990,2.462245567957977
MO,2003,202865,3.179947255564053
MO,2004,209316,2.352901832635834
MO,2005,214241,7.530304656905074
MO,2006,230374,18.973929349666196
MO,2007,274085,17.294634876042103
MO,2008,321487,10.635266744845051
MO,2009,355678,-1.6886059863134628
MO,2010,349672,12.94098469422773
MO,2011,394923,29.975463571379745
MO,2012,513303,10.462826050110753
MO,2013,567009,-8.808678521857683
MO,2014,517063,13.114842872145172
MO,2015,584875,8.111818764693313
MO,2016,632319,-16.976557718493357
MO,2017,524973,-5.483901076817288
MO,2018,496184,0.33737484481564106
MO,2019,497858,-29.41682166400861
MT,2000,71115,5.114251564367578
MT,2001,74752,2.100278253424648
MT,2002,76322,5.84890333062551
MT,2003,80786,3.4151957022256374
MT,2004,83545,0.6164342569872527
MT,2005,84060,4.413514156554843
MT,2006,87770,2.945197675743416
MT,2007,90355,8.017265231586524
MT,2008,97599,4.484677097101408
MT,2009,101976,-0.863928767553146
MT,2010,101095,7.793659429249722
MT,2011,108974,23.38264173105511
MT,2012,134455,2.510133501915135
MT,2013,137830,-11.604150039904226
MT,2014,121836,4.817131225581939
MT,2015,127705,6.7593281390705195
MT,2016,136337,-9.094376434863605
MT,2017,123938,-5.108199260920787
MT,2018,117607,-1.5169165100716753
MT,2019,115823,-28.90099548448927
NE,2000,44825,-0.9459007250418261
NE,2001,44401,-2.7566946690389837
NE,2002,43177,3.6616717233712404
NE,2003,44758,8.2175253585951
NE,2004,48436,-0.5450491370055377
NE,2005,48172,6.329402972681231
NE,2006,51221,1.6028582026903049
NE,2007,52042,8.73717382114445
NE,2008,56589,4.840163282616761
NE,2009,59328,-1.761394282632145
NE,2010,58283,13.000360310896841
NE,2011,65860,30.36744609778317
NE,2012,85860,6.630561378989053
NE,2013,91553,-25.105676493397265
NE,2014,68568,15.709952164274888
NE,2015,79340,11.750693219057219
NE,2016,88663,-16.17924049490769
NE,2017,74318,0.2139454775424543
NE,2018,74477,-8.379768250600861
NE,2019,68236,-31.282607421302533
NV,2000,49807,1.4897504366855996
NV,2001,50549,-6.7142772359492735
NV,2002,47155,4.828756229456044
NV,2003,49432,10.766305227383066
NV,2004,54754,14.56149322423932
NV,2005,62727,16.318331818833997
NV,2006,72963,-3.6826884859449294
NV,2007,70276,35.53987136433492
NV,2008,95252,12.693696720278847
NV,2009,107343,-2.379288821814185
NV,2010,104789,13.313420301749224
NV,2011,118740,23.263432710122967
NV,2012,146363,0.36143014286398323
NV,2013,146892,-20.53004928791221
NV,2014,116735,9.204608729172904
NV,2015,127480,16.09036711641041
NV,2016,147992,-12.412833126114931
NV,2017,129622,-1.6879850642637861
NV,2018,127434,0.6889841015741416
NV,2019,128312,-16.50586071450839
NH,2000,40120,13.975573280159526
NH,2001,45727,8.614166684890767
NH,2002,49666,10.184029315829735
NH,2003,54724,3.777136174256257
NH,2004,56791,-1.813667658607876
NH,2005,55761,13.26733738634529
NH,2006,63159,3.0890292753210202
NH,2007,65110,3.3527875902319204
NH,2008,67293,13.090514615190285
NH,2009,76102,5.043231452524233
NH,2010,79940,13.815361521140845
NH,2011,90984,40.87971511474544
NH,2012,128178,15.250667041145904
NH,2013,147726,-15.602534421835024
NH,2014,124677,9.73635875101262
NH,2015,136816,20.719798853935224
NH,2016,165164,-21.841321353321554
NH,2017,129090,-6.35293206290185
NH,2018,120889,-7.209919843823675
NH,2019,112173,-21.555097929091673
NJ,2000,37106,6.524551285506397
NJ,2001,39527,9.590912540794893
NJ,2002,43318,-3.658987026178495
NJ,2003,41733,-10.44017923465842
NJ,2004,37376,-2.124357876712324
NJ,2005,36582,2.011918429828885
NJ,2006,37318,-2.4277828393804546
NJ,2007,36412,11.295726683510932
NJ,2008,40525,37.033929673041335
NJ,2009,55533,-9.023463526191634
